plan,stratum,hard_classes,depth,node,kind,delta,engine_tail,oracle_c1,oracle_c2,replica_tail,step_c1,step_c2,agree_c1,agree_c2,agree_step_c1,agree_step_c2,engine_origin,oracle_origin,replica_origin,step_origin,agree_origin,agree_step_origin,engine_silence,oracle_silence,agree_silence,local_a,local_b,h10b_eligible,divergence_a,divergence_b,predicted_form
22,REDUCE,HC_DEEP,6,n1,REDUCE,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
22,REDUCE,HC_DEEP,6,n2,REDUCE,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
22,REDUCE,HC_DEEP,6,n3,REDUCE,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
22,REDUCE,HC_DEEP,6,n4,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
22,REDUCE,HC_DEEP,6,n5,REDUCE,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
23,HC_NONINT,HC_NONINT,3,n0,HASH,3/23,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,1,0,2,1,
23,HC_NONINT,HC_NONINT,3,n1,HASH,3/31,4,4,4,4,4,4,1,1,1,1,0,0,0,0,1,1,4,4,1,3,3,0,1,1,
23,HC_NONINT,HC_NONINT,3,n2,AGSE,2/31,7,7,7,7,7,7,1,1,1,1,2,2,2,2,1,1,9,9,1,6,7,0,1,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n0,HASH,1/10,4,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,4,4,1,0,4,0,4,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n1,HASH,1/18,8,8,10,8,8,9,1,0,1,0,0,0,0,0,1,1,8,8,1,8,8,0,0,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n2,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n3,HASH,1/16,1,1,2,1,1,1,1,0,1,0,4,4,4,4,1,1,5,5,1,0,1,0,1,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n0,PASS,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,1/4,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n2,HASH,1/8,1,1,3,1,1,2,1,0,1,0,9,9,9,9,1,1,10,10,1,0,1,0,1,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n3,PASS,1/8,1,1,4,1,1,3,1,0,1,0,9,9,9,9,1,1,10,10,1,1,1,0,0,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n4,SUB,3/4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n5,AGSE,1/4,0,0,2,0,0,1,1,0,1,0,5,5,5,5,1,1,5,5,1,1,0,0,-1,0,
26,HC_SINGLE,HC_SINGLE,3,n0,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
26,HC_SINGLE,HC_SINGLE,3,n1,AGSE,1/3,0,0,1,0,0,0,1,0,1,0,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
26,HC_SINGLE,HC_SINGLE,3,n2,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT",6,n0,SUB,5/2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
27,HC_DEEP,"HC_DEEP,HC_NONINT",6,n1,NTHETA,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT",6,n2,ADD,1/10,9,9,10,9,9,9,1,0,1,0,0,0,0,0,1,1,9,9,1,0,9,0,9,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT",6,n3,HASH,1/6,5,5,6,5,5,5,1,0,1,0,0,0,0,0,1,1,5,5,1,0,5,0,5,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT",6,n4,AGSE,1/20,19,19,22,19,19,21,1,0,1,0,1,1,1,1,1,1,20,20,1,18,19,0,1,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT",6,n5,SUB,7/3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
28,PASS,"HC_DEEP,HC_SINGLE",4,n0,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
28,PASS,"HC_DEEP,HC_SINGLE",4,n1,PASS,1/8,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
28,PASS,"HC_DEEP,HC_SINGLE",4,n2,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
28,PASS,"HC_DEEP,HC_SINGLE",4,n3,PASS,1/8,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
29,SHIFT,HC_DEEP,5,n0,SHIFT,1/5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
29,SHIFT,HC_DEEP,5,n1,SHIFT,1/2,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
29,SHIFT,HC_DEEP,5,n2,SHIFT,1/2,0,0,0,0,0,0,1,1,1,1,10,10,10,10,1,1,10,10,1,0,0,0,0,0,
29,SHIFT,HC_DEEP,5,n3,SHIFT,1/5,0,0,0,0,0,0,1,1,1,1,3,3,3,3,1,1,3,3,1,0,0,0,0,0,
29,SHIFT,HC_DEEP,5,n4,SHIFT,1/2,0,0,0,0,0,0,1,1,1,1,3,3,3,3,1,1,3,3,1,0,0,0,0,0,
30,HASH,"HC_DEEP,HC_NONINT",4,n0,HASH,1/7,2,2,3,2,2,2,1,0,1,0,0,0,0,0,1,1,2,2,1,0,2,0,2,0,
30,HASH,"HC_DEEP,HC_NONINT",4,n1,HASH,1/11,5,5,7,5,5,7,1,0,1,1,0,0,0,0,1,1,5,5,1,4,5,0,1,0,
30,HASH,"HC_DEEP,HC_NONINT",4,n2,HASH,1/18,10,10,14,10,10,13,1,0,1,0,0,0,0,0,1,1,10,10,1,9,10,0,1,0,
30,HASH,"HC_DEEP,HC_NONINT",4,n3,HASH,1/21,12,12,17,12,12,17,1,0,1,1,0,0,0,0,1,1,12,12,1,12,12,0,0,0,
31,ADD,HC_DEEP,4,n0,ADD,4/25,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
31,ADD,HC_DEEP,4,n1,ADD,4/25,1,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
31,ADD,HC_DEEP,4,n2,ADD,4/25,1,1,3,1,1,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
31,ADD,HC_DEEP,4,n3,ADD,4/25,1,1,3,1,1,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
32,SUB,,1,n0,SUB,2/3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
33,THETA,,3,n0,THETA,3,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
33,THETA,,3,n1,THETA,4,2,1,2,2,1,2,0,1,1,1,0,0,0,0,1,1,2,1,0,0,1,0,1,0,
33,THETA,,3,n2,THETA,20/3,3,1,2,3,2,3,0,0,0,0,0,0,0,0,1,1,3,1,0,1,2,0,0,-1,
34,NTHETA,HC_DEEP,5,n0,NTHETA,3/16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
34,NTHETA,HC_DEEP,5,n1,NTHETA,7/4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
34,NTHETA,HC_DEEP,5,n2,NTHETA,7/20,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
34,NTHETA,HC_DEEP,5,n3,NTHETA,49/80,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
34,NTHETA,HC_DEEP,5,n4,NTHETA,1/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
35,AGSE,,2,n0,AGSE,1/3,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,2,2,1,0,1,0,1,0,
35,AGSE,,2,n1,AGSE,1/3,1,1,3,1,1,2,1,0,1,0,2,2,2,2,1,1,3,3,1,1,1,0,0,0,
36,REDUCE,,1,n0,REDUCE,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
37,HC_NONINT,"HC_DEEP,HC_NONINT",4,n0,HASH,4/41,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,1,0,2,1,
37,HC_NONINT,"HC_DEEP,HC_NONINT",4,n1,SUB,1/4,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
37,HC_NONINT,"HC_DEEP,HC_NONINT",4,n2,HASH,4/57,5,5,5,5,5,5,1,1,1,1,0,0,0,0,1,1,5,5,1,3,4,0,2,1,
37,HC_NONINT,"HC_DEEP,HC_NONINT",4,n3,PASS,1/4,1,0,2,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,SHIFT,2/3,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,HASH,2/203,68,68,68,68,68,68,1,1,1,1,474,474,474,474,1,1,542,542,1,0,67,0,68,1,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,SHIFT,2/3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,SUB,5/203,28,27,27,28,28,28,0,0,0,0,190,190,190,190,1,1,218,217,0,28,28,0,-1,-1,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,SUB,14/9,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,2,1,0,0,1,0,0,-1,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,SUB,2/75,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
39,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n0,SHIFT,3/8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
39,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n1,SHIFT,1/10,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
39,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n2,HASH,3/16,1,1,2,1,1,1,1,0,1,0,2,2,2,2,1,1,3,3,1,0,1,0,1,0,
39,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n3,AGSE,9/64,2,2,4,2,2,3,1,0,1,0,3,3,3,3,1,1,5,5,1,2,2,0,0,0,
39,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",5,n4,SHIFT,9/64,0,0,2,0,0,1,1,0,1,0,6,6,6,6,1,1,6,6,1,2,0,0,-2,0,
40,HC_SINGLE,HC_SINGLE,1,n0,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
41,HC_DEEP,HC_DEEP,6,n0,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
41,HC_DEEP,HC_DEEP,6,n1,SHIFT,2/3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
41,HC_DEEP,HC_DEEP,6,n2,THETA,16/15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
41,HC_DEEP,HC_DEEP,6,n3,AGSE,1/5,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
41,HC_DEEP,HC_DEEP,6,n4,NTHETA,4/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
41,HC_DEEP,HC_DEEP,6,n5,SHIFT,16/15,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,1,0,0,-1,0,
42,PASS,"HC_DEEP,HC_SINGLE",6,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",6,n1,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",6,n2,PASS,1/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",6,n3,PASS,1/10,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",6,n4,PASS,1/10,0,0,3,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",6,n5,PASS,1/10,0,0,4,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
43,SHIFT,HC_DEEP,5,n0,SHIFT,1/16,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
43,SHIFT,HC_DEEP,5,n1,SHIFT,1/16,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
43,SHIFT,HC_DEEP,5,n2,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
43,SHIFT,HC_DEEP,5,n3,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,13,13,13,13,1,1,13,13,1,0,0,0,0,0,
43,SHIFT,HC_DEEP,5,n4,SHIFT,4/25,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
