plan,stratum,node,delta_a,delta_b,oracle,local_a,deficit,form
4216,HASH,n0,3/10,3/10,1,0,1,1
4216,HASH,n1,3/10,3/10,1,0,1,1
4223,HC_NONINT,n0,2/5,1/4,2,0,2,2
4230,HASH,n0,4/25,2/5,3,0,3,3
4237,HC_NONINT,n0,1/3,1/16,2,0,2,2
4239,HC_INT,n3,1/4,1/100,1,0,1,1
4244,HASH,n0,1/100,2/5,40,0,40,40
4244,HASH,n2,2/5,1/100,1,0,1,1
4258,HASH,n0,3/10,1/3,2,0,2,2
4258,HASH,n1,1/3,1,3,0,3,3
4265,HC_NONINT,n0,3/8,1/5,2,0,2,2
4266,HC_SHIFT_UNDER_HASH,n0,5/8,1/16,1,0,1,1
4272,HASH,n0,1/2,1,2,0,2,2
4272,HASH,n1,1,1/2,1,0,1,1
4279,HC_NONINT,n2,2/5,1/3,2,0,2,2
4281,HC_INT,n3,4/25,2/3,5,0,5,5
4286,HASH,n0,3/8,1/16,1,0,1,1
4286,HASH,n4,1/16,3/8,6,0,6,6
4286,HASH,n5,1/16,3/8,6,0,6,6
4293,HC_NONINT,n1,3/10,1/3,2,0,2,2
4295,HC_INT,n0,1/4,1/100,1,0,1,1
4300,HASH,n0,2/5,147/1000,2,0,2,2
4300,HASH,n1,147/1000,2/5,4,0,4,4
4309,HC_INT,n0,1/10,1/100,1,0,1,1
4311,HC_DEEP,n2,1/3,1/3,1,0,1,1
4314,HASH,n0,1,4/25,2,0,2,2
4328,HASH,n0,3/8,1/100,2,0,2,2
4328,HASH,n2,3/8,1/100,2,0,2,2
4335,HC_NONINT,n1,1/16,1/5,4,0,4,4
4336,HC_SHIFT_UNDER_HASH,n3,5/8,1/100,2,0,2,2
4337,HC_INT,n0,1,1/5,1,0,1,1
4342,HASH,n0,1/3,1/5,2,0,2,2
4342,HASH,n1,1/3,1/5,2,0,2,2
4349,HC_NONINT,n1,1/8,3/8,3,0,3,3
4350,HC_SHIFT_UNDER_HASH,n4,147/1000,2/3,6,0,6,6
4356,HASH,n0,1/4,5/8,3,0,3,3
4363,HC_NONINT,n0,1/3,1/100,2,0,2,2
4370,HASH,n0,2/3,1/8,2,0,2,2
4370,HASH,n1,2/3,1/8,2,0,2,2
4377,HC_NONINT,n0,1/3,1/100,2,0,2,2
4378,HC_SHIFT_UNDER_HASH,n3,5/8,3/10,2,0,2,2
4379,HC_INT,n0,3/8,1/16,1,0,1,1
4381,HC_DEEP,n1,1/3,3/8,2,0,2,2
4384,HASH,n0,1/2,1/5,2,0,2,2
4384,HASH,n3,1/5,1/2,3,0,3,3
4391,HC_NONINT,n0,3/8,1/3,2,0,2,2
4398,HASH,n0,2/5,2/3,3,0,3,3
4398,HASH,n1,2/3,1/100,2,0,2,2
4405,HC_NONINT,n0,1/3,1/100,2,0,2,2
4412,HASH,n0,3/10,1/10,1,0,1,1
4419,HC_NONINT,n1,4/25,4/25,1,0,1,1
4419,HC_NONINT,n3,4/25,4/25,1,0,1,1
4426,HASH,n0,3/8,1/3,2,0,2,2
4433,HC_NONINT,n1,1/10,147/1000,3,0,3,3
4433,HC_NONINT,n4,1/2,1/10,1,0,1,1
4435,HC_INT,n0,1/100,1/100,1,0,1,1
4440,HASH,n0,1,147/1000,2,0,2,2
4454,HASH,n0,3/8,1,4,0,4,4
4454,HASH,n1,3/8,1,4,0,4,4
4461,HC_NONINT,n0,147/1000,3/10,4,0,4,4
4463,HC_INT,n0,1/4,1/2,2,0,2,2
4468,HASH,n0,1/2,5/8,2,0,2,2
4468,HASH,n1,5/8,3/10,2,0,2,2
4468,HASH,n3,5/8,3/10,2,0,2,2
4476,HC_SHIFT_UNDER_HASH,n0,1/16,4/25,4,0,4,4
4482,HASH,n0,147/1000,2/5,4,0,4,4
4496,HASH,n0,3/8,1/4,2,0,2,2
4505,HC_INT,n1,1/2,1/16,1,0,1,1
4507,HC_DEEP,n0,2/3,4/25,2,0,2,2
4507,HC_DEEP,n2,4/25,3/10,3,0,3,3
4510,HASH,n0,3/10,1/100,1,0,1,1
4510,HASH,n1,1/100,3/10,30,0,30,30
4517,HC_NONINT,n0,1/10,1/3,4,0,4,4
4524,HASH,n0,1/4,1/8,1,0,1,1
4524,HASH,n2,1/16,1/8,2,0,2,2
4531,HC_NONINT,n3,147/1000,1/8,2,0,2,2
4538,HASH,n0,2/5,1/8,2,0,2,2
4545,HC_NONINT,n2,2/3,1/16,2,0,2,2
4552,HASH,n0,1/4,1/4,1,0,1,1
4552,HASH,n1,1/4,1/4,1,0,1,1
4560,HC_SHIFT_UNDER_HASH,n2,1/16,3/10,6,0,6,6
4561,HC_INT,n0,3/8,1/16,1,0,1,1
4566,HASH,n0,1/2,5/8,2,0,2,2
4573,HC_NONINT,n0,2/5,5/8,3,0,3,3
4577,HC_DEEP,n0,147/1000,2/5,4,0,4,4
4580,HASH,n0,2/5,1/16,2,0,2,2
4587,HC_NONINT,n0,2/5,1/4,2,0,2,2
4588,HC_SHIFT_UNDER_HASH,n0,1/3,2/5,2,0,2,2
4588,HC_SHIFT_UNDER_HASH,n4,1,1/3,1,0,1,1
4589,HC_INT,n0,2/5,2/5,1,0,1,1
4594,HASH,n0,1,2/3,2,0,2,2
4594,HASH,n1,2/3,1,2,0,2,2
4594,HASH,n2,1,2/3,2,0,2,2
4601,HC_NONINT,n0,2/3,5/8,2,0,2,2
4603,HC_INT,n0,2/5,1/5,1,0,1,1
4608,HASH,n0,1/10,1/3,4,0,4,4
4608,HASH,n1,1/3,1/10,2,0,2,2
4615,HC_NONINT,n0,1/3,147/1000,2,0,2,2
4617,HC_INT,n0,147/1000,147/1000,1,0,1,1
4622,HASH,n0,5/8,1/8,1,0,1,1
4622,HASH,n2,5/8,1/8,1,0,1,1
4636,HASH,n0,1/8,1/4,2,0,2,2
4636,HASH,n1,1/4,1/8,1,0,1,1
4643,HC_NONINT,n1,1/10,5/8,7,0,7,7
4644,HC_SHIFT_UNDER_HASH,n0,1/4,2/5,3,0,3,3
4645,HC_INT,n3,3/8,147/1000,2,0,2,2
4650,HASH,n0,1/10,2/5,4,0,4,4
4657,HC_NONINT,n0,1/4,4/25,2,0,2,2
4664,HASH,n0,1/16,3/8,6,0,6,6
4671,HC_NONINT,n0,1/16,4/25,4,0,4,4
4678,HASH,n0,1/3,2/3,2,0,2,2
4686,HC_SHIFT_UNDER_HASH,n1,1/100,1/8,13,0,13,13
4692,HASH,n0,147/1000,1/3,4,0,4,4
4701,HC_INT,n0,1,1/16,1,0,1,1
4706,HASH,n0,1/16,2/3,12,0,12,12
4720,HASH,n0,1/10,1/2,5,0,5,5
4727,HC_NONINT,n0,1/10,3/10,3,0,3,3
4734,HASH,n0,147/1000,1/16,2,0,2,2
4741,HC_NONINT,n0,1/8,2/5,4,0,4,4
4748,HASH,n0,5/8,2/3,2,0,2,2
4755,HC_NONINT,n1,1/3,147/1000,2,0,2,2
4756,HC_SHIFT_UNDER_HASH,n3,1/2,2/3,2,0,2,2
4757,HC_INT,n3,3/8,1/8,1,0,1,1
4762,HASH,n0,1/3,147/1000,2,0,2,2
4769,HC_NONINT,n1,1/2,4/25,2,0,2,2
4771,HC_INT,n1,1/3,3/8,2,0,2,2
4776,HASH,n0,1/100,2/3,68,0,68,68
4776,HASH,n1,1/100,2/3,68,0,68,68
4776,HASH,n2,2/3,1/100,2,0,2,2
4783,HC_NONINT,n1,1/5,1/4,2,0,2,2
4785,HC_INT,n0,3/8,1/8,1,0,1,1
4790,HASH,n0,1,1/5,1,0,1,1
4790,HASH,n1,1/5,1,5,0,5,5
4797,HC_NONINT,n0,4/25,3/8,4,0,4,4
4799,HC_INT,n0,1/8,1/16,1,0,1,1
4801,HC_DEEP,n1,2/5,1/2,2,0,2,2
4804,HASH,n0,147/1000,5/8,6,0,6,6
4804,HASH,n1,5/8,1/3,2,0,2,2
4804,HASH,n2,5/8,1/3,2,0,2,2
4811,HC_NONINT,n0,3/8,2/5,2,0,2,2
4815,HC_DEEP,n1,2/5,1/100,1,0,1,1
4818,HASH,n0,1/5,2/5,2,0,2,2
4818,HASH,n3,1/5,2/5,2,0,2,2
4825,HC_NONINT,n0,1/16,1/3,6,0,6,6
4826,HC_SHIFT_UNDER_HASH,n0,1,1/3,1,0,1,1
4827,HC_INT,n0,1/3,1/3,1,0,1,1
4832,HASH,n0,1/10,1/10,1,0,1,1
4839,HC_NONINT,n0,1/4,1/5,2,0,2,2
4843,HC_DEEP,n0,1,1/4,1,0,1,1
4843,HC_DEEP,n2,1/4,1,4,0,4,4
4846,HASH,n0,1,1/2,1,0,1,1
4855,HC_INT,n3,1,1/8,1,0,1,1
4860,HASH,n0,1/16,3/8,6,0,6,6
4860,HASH,n1,1/16,2/3,12,0,12,12
4867,HC_NONINT,n0,2/3,2/5,2,0,2,2
4874,HASH,n0,1/16,2/5,8,0,8,8
4888,HASH,n0,1/8,3/8,3,0,3,3
4888,HASH,n1,1/8,3/8,3,0,3,3
4895,HC_NONINT,n0,1/8,1/4,2,0,2,2
4897,HC_INT,n0,1/4,1/100,1,0,1,1
4902,HASH,n0,3/10,1/16,2,0,2,2
4902,HASH,n1,3/10,1/16,2,0,2,2
4909,HC_NONINT,n0,1/16,1/5,4,0,4,4
4916,HASH,n0,1/3,1/8,2,0,2,2
4916,HASH,n1,1/8,1/3,4,0,4,4
4923,HC_NONINT,n3,3/10,2/3,4,0,4,4
4924,HC_SHIFT_UNDER_HASH,n0,2/5,1/100,1,0,1,1
4930,HASH,n0,1/2,1/2,1,0,1,1
4937,HC_NONINT,n0,3/8,3/10,2,0,2,2
4938,HC_SHIFT_UNDER_HASH,n1,1/4,147/1000,2,0,2,2
4939,HC_INT,n0,1/100,1/100,1,0,1,1
4944,HASH,n0,1/2,1/100,1,0,1,1
4951,HC_NONINT,n0,4/25,1/16,2,0,2,2
4958,HASH,n0,1/10,3/10,3,0,3,3
4972,HASH,n0,3/10,5/8,3,0,3,3
4972,HASH,n1,3/10,5/8,3,0,3,3
4979,HC_NONINT,n0,3/8,1/100,2,0,2,2
4981,HC_INT,n2,1/16,1/16,1,0,1,1
4986,HASH,n0,3/8,1/8,1,0,1,1
4986,HASH,n2,1/8,3/8,3,0,3,3
4993,HC_NONINT,n2,147/1000,5/8,6,0,6,6
4995,HC_INT,n0,1/8,1/10,2,0,2,2
5000,HASH,n0,2/3,4/25,2,0,2,2
5014,HASH,n0,147/1000,1/4,3,0,3,3
5014,HASH,n1,147/1000,1/4,3,0,3,3
5028,HASH,n0,1,3/8,2,0,2,2
5028,HASH,n1,1,3/8,2,0,2,2
5035,HC_NONINT,n0,2/3,1/100,2,0,2,2
5037,HC_INT,n0,1/16,1,16,0,16,16
5037,HC_INT,n1,1,1/16,1,0,1,1
5042,HASH,n0,2/5,3/10,2,0,2,2
5042,HASH,n1,2/5,3/10,2,0,2,2
5042,HASH,n2,3/10,2/5,2,0,2,2
5049,HC_NONINT,n0,4/25,3/10,3,0,3,3
5049,HC_NONINT,n1,4/25,3/10,3,0,3,3
5049,HC_NONINT,n3,3/10,4/25,2,0,2,2
5056,HASH,n0,1/16,1,16,0,16,16
5056,HASH,n1,1/8,1,8,0,8,8
5063,HC_NONINT,n0,1/8,1/16,1,0,1,1
5070,HASH,n0,2/3,1/3,1,0,1,1
5077,HC_NONINT,n0,1/2,3/8,2,0,2,2
5081,HC_DEEP,n4,2/5,3/10,2,0,2,2
5084,HASH,n0,5/8,4/25,2,0,2,2
5091,HC_NONINT,n0,1/3,1/5,2,0,2,2
5098,HASH,n0,1/10,1/4,3,0,3,3
5105,HC_NONINT,n2,1/100,1/3,34,0,34,34
5106,HC_SHIFT_UNDER_HASH,n0,3/8,2/5,2,0,2,2
5107,HC_INT,n0,1/5,1/10,1,0,1,1
5112,HASH,n0,1/8,147/1000,3,0,3,3
5119,HC_NONINT,n0,3/10,147/1000,2,0,2,2
5121,HC_INT,n0,1/2,1/16,1,0,1,1
5126,HASH,n0,1,3/10,2,0,2,2
5126,HASH,n1,1,3/10,2,0,2,2
5133,HC_NONINT,n0,1/2,147/1000,2,0,2,2
5140,HASH,n0,2/3,1/4,2,0,2,2
5140,HASH,n1,2/3,1/4,2,0,2,2
5147,HC_NONINT,n0,3/8,4/25,2,0,2,2
5148,HC_SHIFT_UNDER_HASH,n1,1/100,1/16,7,0,7,7
5154,HASH,n0,1/100,2/3,68,0,68,68
5161,HC_NONINT,n0,3/10,1/5,2,0,2,2
5163,HC_INT,n0,1/8,1/16,1,0,1,1
5165,HC_DEEP,n0,2/5,5/8,3,0,3,3
5168,HASH,n0,4/25,1/2,4,0,4,4
5168,HASH,n2,4/25,1/2,4,0,4,4
5176,HC_SHIFT_UNDER_HASH,n0,5/8,1/4,2,0,2,2
5177,HC_INT,n0,1,1/10,1,0,1,1
5182,HASH,n0,1/2,1/2,1,0,1,1
5189,HC_NONINT,n4,1/16,147/1000,4,0,4,4
5191,HC_INT,n1,1/16,3/10,6,0,6,6
5193,HC_DEEP,n0,1/5,1/8,2,0,2,2
5196,HASH,n0,1/5,2/5,2,0,2,2
5207,HC_DEEP,n5,1/16,3/8,6,0,6,6
5210,HASH,n0,1/8,3/8,3,0,3,3
5210,HASH,n1,1/8,3/8,3,0,3,3
5210,HASH,n2,3/8,5/8,3,0,3,3
5218,HC_SHIFT_UNDER_HASH,n2,1/3,1/3,1,0,1,1
5224,HASH,n0,2/5,1/3,2,0,2,2
5224,HASH,n2,2/5,1/3,2,0,2,2
5233,HC_INT,n1,1/10,1/10,1,0,1,1
5238,HASH,n0,2/5,1/10,1,0,1,1
5245,HC_NONINT,n0,3/8,4/25,2,0,2,2
5246,HC_SHIFT_UNDER_HASH,n2,1/8,1/5,3,0,3,3
5247,HC_INT,n2,2/3,2/3,1,0,1,1
5249,HC_DEEP,n0,5/8,1/5,2,0,2,2
5249,HC_DEEP,n1,5/8,1/5,2,0,2,2
5252,HASH,n0,1/16,3/8,6,0,6,6
5259,HC_NONINT,n1,1/3,5/8,3,0,3,3
5266,HASH,n0,4/25,1/8,2,0,2,2
5266,HASH,n1,4/25,1/8,2,0,2,2
5266,HASH,n3,4/25,1/8,2,0,2,2
5266,HASH,n5,1/8,4/25,3,0,3,3
5273,HC_NONINT,n1,1/16,1/3,6,0,6,6
5275,HC_INT,n0,4/25,2/3,5,0,5,5
5280,HASH,n0,1/8,2/5,4,0,4,4
5280,HASH,n3,1/8,1/5,3,0,3,3
5289,HC_INT,n0,4/25,1/10,2,0,2,2
5289,HC_INT,n1,4/25,1/10,2,0,2,2
5294,HASH,n0,2/3,1,2,0,2,2
5294,HASH,n1,1,2/3,2,0,2,2
5301,HC_NONINT,n0,4/25,5/8,5,0,5,5
5308,HASH,n0,2/5,147/1000,2,0,2,2
5308,HASH,n1,147/1000,2/5,4,0,4,4
5315,HC_NONINT,n1,1/5,1/10,1,0,1,1
5317,HC_INT,n0,5/8,5/8,1,0,1,1
5322,HASH,n0,4/25,5/8,5,0,5,5
5329,HC_NONINT,n0,2/5,4/25,2,0,2,2
5336,HASH,n0,1/100,3/8,38,0,38,38
5343,HC_NONINT,n3,1/8,1/5,3,0,3,3
5344,HC_SHIFT_UNDER_HASH,n2,4/25,1/100,1,0,1,1
5345,HC_INT,n0,5/8,1/8,1,0,1,1
5350,HASH,n0,1/2,2/3,2,0,2,2
5350,HASH,n1,2/3,1/2,2,0,2,2
5359,HC_INT,n0,2/5,1/10,1,0,1,1
5364,HASH,n0,2/5,1/3,2,0,2,2
5371,HC_NONINT,n0,2/3,1/5,2,0,2,2
5373,HC_INT,n0,2/5,1/5,1,0,1,1
5378,HASH,n0,1/4,1/5,2,0,2,2
5392,HASH,n0,3/8,1/100,2,0,2,2
5399,HC_NONINT,n4,3/10,1/3,2,0,2,2
5401,HC_INT,n1,5/8,1/16,1,0,1,1
5406,HASH,n0,1/8,1/2,4,0,4,4
5413,HC_NONINT,n0,5/8,147/1000,2,0,2,2
5415,HC_INT,n0,1/4,1/16,1,0,1,1
5420,HASH,n0,1/4,147/1000,2,0,2,2
5420,HASH,n1,1/4,147/1000,2,0,2,2
5427,HC_NONINT,n0,147/1000,3/8,4,0,4,4
5427,HC_NONINT,n1,3/8,147/1000,2,0,2,2
5429,HC_INT,n1,1/16,1/16,1,0,1,1
5434,HASH,n0,3/8,3/10,2,0,2,2
5434,HASH,n4,3/8,3/10,2,0,2,2
5441,HC_NONINT,n0,1/5,1/5,1,0,1,1
5443,HC_INT,n2,2/5,1/5,1,0,1,1
5448,HASH,n0,1/16,1,16,0,16,16
5455,HC_NONINT,n0,1/16,5/8,10,0,10,10
5462,HASH,n0,1/16,147/1000,4,0,4,4
5462,HASH,n2,147/1000,1/16,2,0,2,2
5462,HASH,n3,147/1000,1/16,2,0,2,2
5469,HC_NONINT,n2,147/1000,1/10,2,0,2,2
5470,HC_SHIFT_UNDER_HASH,n0,3/10,1/10,1,0,1,1
5471,HC_INT,n0,1/100,1/10,10,0,10,10
5476,HASH,n0,1/10,5/8,7,0,7,7
5476,HASH,n1,1/10,5/8,7,0,7,7
5483,HC_NONINT,n1,1/16,4/25,4,0,4,4
5490,HASH,n0,1/2,1/3,2,0,2,2
5504,HASH,n0,1,1/5,1,0,1,1
5513,HC_INT,n1,2/5,147/1000,2,0,2,2
5518,HASH,n0,1/3,1/10,2,0,2,2
5518,HASH,n3,1/3,1/3,1,0,1,1
5525,HC_NONINT,n1,4/25,2/3,5,0,5,5
5527,HC_INT,n0,2/5,1/10,1,0,1,1
5529,HC_DEEP,n0,2/5,2/3,3,0,3,3
5532,HASH,n0,2/5,1/5,1,0,1,1
5532,HASH,n1,1/5,2/5,2,0,2,2
5532,HASH,n3,1/5,2/5,2,0,2,2
5540,HC_SHIFT_UNDER_HASH,n0,1/3,1/2,2,0,2,2
5540,HC_SHIFT_UNDER_HASH,n1,147/1000,1/3,4,0,4,4
5540,HC_SHIFT_UNDER_HASH,n4,1/2,147/1000,2,0,2,2
5541,HC_INT,n0,2/3,2/3,1,0,1,1
5543,HC_DEEP,n0,1/5,3/10,2,0,2,2
5546,HASH,n0,1/2,4/25,2,0,2,2
5546,HASH,n1,1/2,4/25,2,0,2,2
5553,HC_NONINT,n0,1/16,1,16,0,16,16
5555,HC_INT,n0,3/8,3/8,1,0,1,1
5560,HASH,n0,4/25,5/8,5,0,5,5
5574,HASH,n0,4/25,1/10,2,0,2,2
5574,HASH,n1,4/25,1/10,2,0,2,2
5581,HC_NONINT,n0,1/4,3/8,2,0,2,2
5582,HC_SHIFT_UNDER_HASH,n0,4/25,2/5,3,0,3,3
5585,HC_DEEP,n0,147/1000,2/5,4,0,4,4
5588,HASH,n0,1/3,1/2,2,0,2,2
5595,HC_NONINT,n1,1/3,1/5,2,0,2,2
5602,HASH,n0,2/3,5/8,2,0,2,2
5609,HC_NONINT,n2,1/8,1/2,4,0,4,4
5611,HC_INT,n0,2/5,2/5,1,0,1,1
5616,HASH,n0,1/5,1/3,3,0,3,3
5623,HC_NONINT,n0,1/100,1/10,10,0,10,10
5623,HC_NONINT,n1,1/10,1,10,0,10,10
5625,HC_INT,n0,1/100,1/2,50,0,50,50
5625,HC_INT,n1,1/2,1/100,1,0,1,1
5630,HASH,n0,3/10,147/1000,2,0,2,2
5630,HASH,n2,147/1000,3/10,4,0,4,4
5639,HC_INT,n0,2/5,1/100,1,0,1,1
5644,HASH,n0,1/4,4/25,2,0,2,2
5652,HC_SHIFT_UNDER_HASH,n0,1,2/5,2,0,2,2
5655,HC_DEEP,n0,3/10,1/10,1,0,1,1
5658,HASH,n0,1/3,3/10,2,0,2,2
5665,HC_NONINT,n0,1/16,1/5,4,0,4,4
5667,HC_INT,n0,1/10,2/5,4,0,4,4
5672,HASH,n0,147/1000,4/25,3,0,3,3
5679,HC_NONINT,n0,3/10,4/25,2,0,2,2
5681,HC_INT,n2,2/3,2/3,1,0,1,1
5686,HASH,n0,1/5,2/3,4,0,4,4
5686,HASH,n1,1/5,2/3,4,0,4,4
5693,HC_NONINT,n1,2/3,3/8,2,0,2,2
5700,HASH,n0,147/1000,1/2,5,0,5,5
5700,HASH,n1,147/1000,1/2,5,0,5,5
5707,HC_NONINT,n0,1/10,5/8,7,0,7,7
5707,HC_NONINT,n2,5/8,1/10,2,0,2,2
5714,HASH,n0,4/25,2/3,5,0,5,5
5714,HASH,n1,4/25,1/8,2,0,2,2
5714,HASH,n2,4/25,1/8,2,0,2,2
5721,HC_NONINT,n2,147/1000,1/2,5,0,5,5
5728,HASH,n0,1/10,3/8,5,0,5,5
5728,HASH,n1,1/10,3/8,5,0,5,5
5735,HC_NONINT,n0,1/3,3/10,2,0,2,2
5742,HASH,n0,3/10,3/8,2,0,2,2
5749,HC_NONINT,n0,1/100,4/25,16,0,16,16
5751,HC_INT,n0,1/2,1/100,1,0,1,1
5756,HASH,n0,1/8,3/10,4,0,4,4
5770,HASH,n0,1/100,3/8,38,0,38,38
5777,HC_NONINT,n0,2/5,3/8,2,0,2,2
5779,HC_INT,n1,1/16,1/8,2,0,2,2
5779,HC_INT,n2,1/16,1/8,2,0,2,2
5781,HC_DEEP,n2,4/25,5/8,5,0,5,5
5784,HASH,n0,3/10,4/25,2,0,2,2
5798,HASH,n0,1/100,1/10,10,0,10,10
5798,HASH,n1,1/100,1/10,10,0,10,10
5798,HASH,n2,1/10,1/5,2,0,2,2
5805,HC_NONINT,n4,2/5,2/3,3,0,3,3
5806,HC_SHIFT_UNDER_HASH,n0,1/2,1/100,1,0,1,1
5809,HC_DEEP,n2,1/3,1/100,2,0,2,2
5812,HASH,n0,1/3,1/10,2,0,2,2
5812,HASH,n1,1/10,1/3,4,0,4,4
5820,HC_SHIFT_UNDER_HASH,n0,1/5,4/25,2,0,2,2
5820,HC_SHIFT_UNDER_HASH,n4,4/25,1/5,2,0,2,2
5823,HC_DEEP,n3,2/3,1/8,2,0,2,2
5826,HASH,n0,2/3,3/8,2,0,2,2
5826,HASH,n1,3/8,2/3,3,0,3,3
5833,HC_NONINT,n0,5/8,1,3,0,3,3
5834,HC_SHIFT_UNDER_HASH,n1,1/3,4/25,2,0,2,2
5840,HASH,n0,3/8,3/10,2,0,2,2
5840,HASH,n1,3/8,3/10,2,0,2,2
5847,HC_NONINT,n0,1/10,1/3,4,0,4,4
5849,HC_INT,n0,2/5,1/10,1,0,1,1
5851,HC_DEEP,n0,1/5,1/100,1,0,1,1
5854,HASH,n0,1/3,5/8,3,0,3,3
5854,HASH,n1,147/1000,1/3,4,0,4,4
5854,HASH,n2,147/1000,1/3,4,0,4,4
5854,HASH,n4,1/3,147/1000,2,0,2,2
5861,HC_NONINT,n0,1/2,1,2,0,2,2
5868,HASH,n0,2/3,5/8,2,0,2,2
5875,HC_NONINT,n0,1/2,147/1000,2,0,2,2
5882,HASH,n0,1/4,1/8,1,0,1,1
5889,HC_NONINT,n0,1/10,4/25,3,0,3,3
5893,HC_DEEP,n2,2/5,1/4,2,0,2,2
5896,HASH,n0,3/8,1/10,2,0,2,2
5903,HC_NONINT,n4,1/16,1/8,2,0,2,2
5910,HASH,n0,1/2,2/5,2,0,2,2
5917,HC_NONINT,n1,4/25,2/5,3,0,3,3
5918,HC_SHIFT_UNDER_HASH,n0,1/10,147/1000,3,0,3,3
5924,HASH,n0,2/3,3/10,2,0,2,2
5931,HC_NONINT,n1,5/8,4/25,2,0,2,2
5931,HC_NONINT,n4,1,4/25,2,0,2,2
5932,HC_SHIFT_UNDER_HASH,n0,1/2,3/8,2,0,2,2
5938,HASH,n0,4/25,1/8,2,0,2,2
5945,HC_NONINT,n0,147/1000,4/25,3,0,3,3
5952,HASH,n0,1/10,3/8,5,0,5,5
5959,HC_NONINT,n0,1/16,1,16,0,16,16
5961,HC_INT,n1,5/8,5/8,1,0,1,1
5966,HASH,n0,1/16,2/5,8,0,8,8
5975,HC_INT,n0,1/8,2/3,6,0,6,6
5977,HC_DEEP,n0,1/10,1/5,2,0,2,2
5980,HASH,n0,1/100,147/1000,16,0,16,16
5987,HC_NONINT,n1,1/3,1/4,2,0,2,2
5989,HC_INT,n3,3/10,1/100,1,0,1,1
5994,HASH,n0,4/25,1/2,4,0,4,4
5994,HASH,n1,4/25,1/2,4,0,4,4
6001,HC_NONINT,n0,1/5,1/10,1,0,1,1
6001,HC_NONINT,n1,1/10,1/5,2,0,2,2
6008,HASH,n0,1/16,1/3,6,0,6,6
6015,HC_NONINT,n0,1/100,1/8,13,0,13,13
6017,HC_INT,n0,1,1/16,1,0,1,1
6022,HASH,n0,2/5,2/3,3,0,3,3
6029,HC_NONINT,n0,1/10,1/8,2,0,2,2
6033,HC_DEEP,n4,2/5,1,3,0,3,3
6036,HASH,n0,2/3,5/8,2,0,2,2
6036,HASH,n3,5/8,2/3,2,0,2,2
6043,HC_NONINT,n0,1/100,147/1000,16,0,16,16
6050,HASH,n0,1/10,1/10,1,0,1,1
6057,HC_NONINT,n0,1/8,3/8,3,0,3,3
6058,HC_SHIFT_UNDER_HASH,n0,1/16,1/16,1,0,1,1
6064,HASH,n0,5/8,1/10,2,0,2,2
6078,HASH,n0,1/3,4/25,2,0,2,2
6085,HC_NONINT,n1,2/3,1/8,2,0,2,2
6092,HASH,n0,1/5,3/10,2,0,2,2
6092,HASH,n1,3/10,4/25,2,0,2,2
6099,HC_NONINT,n2,2/5,3/10,2,0,2,2
6101,HC_INT,n0,1/4,1/16,1,0,1,1
6106,HASH,n0,2/3,1/3,1,0,1,1
6106,HASH,n1,1/3,2/3,2,0,2,2
6113,HC_NONINT,n1,1/5,147/1000,2,0,2,2
6115,HC_INT,n0,2/3,1/100,2,0,2,2
6117,HC_DEEP,n0,1,1/8,1,0,1,1
6120,HASH,n0,1/3,3/8,2,0,2,2
6129,HC_INT,n0,2/5,1/100,1,0,1,1
6134,HASH,n0,1/3,5/8,3,0,3,3
6134,HASH,n1,5/8,1/3,2,0,2,2
6134,HASH,n2,1/3,5/8,3,0,3,3
6148,HASH,n0,2/3,1/100,2,0,2,2
6148,HASH,n1,1/100,2/3,68,0,68,68
6155,HC_NONINT,n0,3/10,1,4,0,4,4
6156,HC_SHIFT_UNDER_HASH,n0,1,2/3,2,0,2,2
6157,HC_INT,n1,3/10,1/4,2,0,2,2
6162,HASH,n0,3/10,1/8,2,0,2,2
6169,HC_NONINT,n1,147/1000,3/10,4,0,4,4
6171,HC_INT,n0,1/3,1/100,2,0,2,2
6176,HASH,n0,1/5,2/3,4,0,4,4
6176,HASH,n1,2/3,1/5,2,0,2,2
6176,HASH,n4,1/5,2/3,4,0,4,4
6183,HC_NONINT,n1,1/10,1,10,0,10,10
6185,HC_INT,n0,1,1/3,1,0,1,1
6185,HC_INT,n1,1,1/3,1,0,1,1
6190,HASH,n0,1/3,3/10,2,0,2,2
6198,HC_SHIFT_UNDER_HASH,n0,1/16,1/2,8,0,8,8
6199,HC_INT,n0,1/8,1/16,1,0,1,1
6204,HASH,n0,3/10,147/1000,2,0,2,2
6218,HASH,n0,3/10,4/25,2,0,2,2
6225,HC_NONINT,n0,1/4,1/100,1,0,1,1
6232,HASH,n0,1/3,147/1000,2,0,2,2
6232,HASH,n1,1/3,147/1000,2,0,2,2
6239,HC_NONINT,n0,1/16,2/5,8,0,8,8
6241,HC_INT,n1,2/5,3/10,2,0,2,2
6246,HASH,n0,5/8,1/2,2,0,2,2
6253,HC_NONINT,n1,2/3,1/10,2,0,2,2
6257,HC_DEEP,n2,2/3,4/25,2,0,2,2
6260,HASH,n0,4/25,1/16,2,0,2,2
6267,HC_NONINT,n0,1/4,5/8,3,0,3,3
6267,HC_NONINT,n1,1/4,5/8,3,0,3,3
6274,HASH,n0,5/8,5/8,1,0,1,1
6274,HASH,n1,5/8,5/8,1,0,1,1
6281,HC_NONINT,n0,5/8,1/100,2,0,2,2
