case,profile,rep,scale,f_phi_hz,stream_hz,samples,exit_code,compute_median_ns,compute_p99_ns,compute_max_ns,compute_sum_ns,wake_p999_ns,e2e_p50_ns,e2e_p99_ns,e2e_p999_ns,e2e_max_ns,vmhwm_kb,cpu_ticks,compile_ns,probe_ns,r1,r2,nodes_public,nodes_substrates,tokens_from,tokens_fields,capacity_streams,capacity_sum,capacity_max,mat_bytes,mat_mem_bytes,artifacts_sha256,artifact_count,wall_ms
W2_Q08,OFF,3,12,180,180,1368,0,603734,884362,948121,734553054,44296,675573,1014238,1046298,1065240,20696,103,448218,1981,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6076
W2_Q01,ALGSTRUCT,7,12,180,180,1368,0,132147,268979,295627,179047575,37860,192632,388527,409914,420538,20696,46,274683,1259,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q08,STRUCT,4,12,180,180,1368,0,603679,885677,996583,732845980,47418,677021,1018755,1045671,1166109,20696,104,565791,1926,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6074
W2_Q01,STRUCT,7,12,180,180,1368,0,108675,323145,350867,187128967,47902,171371,440390,480347,482826,20696,47,261810,1335,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6075
W2_Q08,ALGSTRUCT,1,12,180,180,1368,0,639114,812288,855547,712386946,35446,704989,934076,949875,962985,20696,100,583198,1463,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6075
W2_Q08,STRUCT_R1,5,12,180,180,1368,0,638290,815326,868677,712429101,48788,701774,937858,970653,981031,20696,100,581402,1648,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6079
W2_Q32,ALGSTRUCT,6,12,180,180,1368,0,2435635,2728974,3114174,2589073253,38083,2520603,2868165,2996143,3250925,20828,295,2221109,3185,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6108
W2_Q32,ALGSTRUCT,8,12,180,180,1368,0,2450717,2788196,3034490,2604433979,35438,2530459,2893296,3030054,3102754,20824,296,2240422,3408,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6110
W2_Q08,STRUCT_R1,6,12,180,180,1368,0,637836,900918,1188470,736525838,63795,707315,1054199,1265080,1410457,20692,105,575846,1648,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6077
W2_Q08,STRUCT,1,12,180,180,1368,0,608670,890010,945657,739013353,36393,680014,1016106,1048130,1049431,20700,106,608845,2371,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6092
W2_Q08,STRUCT_R1,1,12,180,180,1368,0,633253,811955,870344,707865003,34738,699116,935977,962759,969902,20696,100,584105,1797,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6074
W2_Q08,STRUCT_R1,14,12,180,180,1368,0,645132,860251,1069230,733917368,67939,717539,960471,1089374,1157545,20696,104,589032,1611,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6078
W2_Q32,STRUCT,11,12,180,180,1368,0,2448661,2828306,2987101,2641396258,44115,2534294,2972916,3072182,3170234,20832,301,1846688,3554,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6109
W2_Q01,STRUCT_R1,7,12,180,180,1368,0,131878,266739,282831,178598813,36259,193276,384327,410383,417856,20696,46,276812,1334,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q08,STRUCT_R1,8,12,180,180,1368,0,633744,826085,881417,707915634,46605,699901,950288,973417,976755,20696,101,583012,2038,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6081
W2_Q01,STRUCT,11,12,180,180,1368,0,128905,326127,364515,187995680,34826,173072,444648,459584,482041,20696,47,261478,1538,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q01,ALGSTRUCT,2,12,180,180,1368,0,136285,267164,320275,181941546,36377,195202,384255,405954,420979,20700,46,276054,1425,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6072
W2_Q08,OFF,10,12,180,180,1368,0,605531,890399,947898,736263823,46556,677131,1015191,1057952,1080803,20696,103,449828,1982,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6075
W2_Q08,ALGSTRUCT,10,12,180,180,1368,0,642985,821455,874529,717144068,43753,711013,942181,992006,1000493,20696,102,585401,1649,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6080
W2_Q01,STRUCT,6,12,180,180,1368,0,125138,326960,367144,187056685,41184,172653,444379,481530,500452,20696,47,258997,1408,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6072
W2_Q01,STRUCT,12,12,180,180,1368,0,157841,374403,556235,214213078,60645,206034,551151,662488,728259,20700,52,272535,1814,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6070
W2_Q32,OFF,7,12,180,180,1368,0,2451143,2835547,2906565,2648542739,57527,2540063,2979977,3011159,3062559,20832,303,1582207,4611,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6123
W2_Q08,ALGSTRUCT,15,12,180,180,1368,0,639142,813084,955306,713813124,49263,704539,937744,989575,1098875,20696,100,584347,2018,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6076
W2_Q01,OFF,7,12,180,180,1368,0,123924,325349,353052,188115901,35293,171376,443311,476950,482164,20696,47,197294,1667,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6071
W2_Q01,OFF,6,12,180,180,1368,0,126313,322793,381552,187661480,39713,173845,442260,460275,469834,20696,47,199832,1610,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6070
W2_Q01,STRUCT,8,12,180,180,1368,0,147878,334978,514958,205946365,64011,191569,445488,471389,568253,20700,50,258869,1370,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q08,STRUCT,12,12,180,180,1368,0,607040,887047,923658,737350755,45500,680170,1018381,1044965,1052896,20696,104,569476,1907,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6078
W2_Q08,STRUCT_R1,13,12,180,180,1368,0,643067,876547,1012601,732702540,53795,714248,961712,1070331,1087822,20700,104,576144,1628,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6081
W2_Q01,STRUCT_R1,6,12,180,180,1368,0,136341,273460,286979,182488354,38943,198171,389893,401797,404804,20696,46,271369,1351,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6072
W2_Q01,ALGSTRUCT,14,12,180,180,1368,0,132295,268609,308849,178335268,37270,192571,387789,413995,427774,20696,45,273421,1150,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q01,OFF,1,12,180,180,1368,0,163489,419792,527143,224291720,90518,207401,582773,713750,723190,20696,54,196868,1852,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6071
W2_Q01,STRUCT,9,12,180,180,1368,0,127656,322756,350200,188341437,46715,174041,444547,460778,464308,20696,47,265275,1556,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q32,STRUCT_R1,7,12,180,180,1368,0,2409208,2753659,3056730,2568760827,47324,2495707,2899733,2969290,3193205,20828,294,2207514,3038,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6109
W2_Q01,STRUCT_R1,4,12,180,180,1368,0,131267,268645,307534,177811061,36191,192721,386221,409787,413512,20696,46,284737,1445,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q01,STRUCT_R1,2,12,180,180,1368,0,131934,265590,284756,178493056,44663,192994,384771,401362,411337,20696,47,273702,1314,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6071
W2_Q08,STRUCT,9,12,180,180,1368,0,624124,910824,946639,748550223,36764,695909,1043913,1068357,1070204,20696,105,573253,2000,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6076
W2_Q32,ALGSTRUCT,13,12,180,180,1368,0,2436142,2739992,2841175,2591934153,42724,2523841,2879385,2964195,2971399,20828,295,2240626,3111,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6107
W2_Q08,STRUCT,13,12,180,180,1368,0,606123,887510,1122044,736543182,43097,679646,1014337,1052827,1277406,20696,104,566994,2334,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6076
W2_Q08,OFF,6,12,180,180,1368,0,605262,883732,941546,734797910,37440,678435,1011390,1043916,1055545,20696,103,457125,2130,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6078
W2_Q32,STRUCT,14,12,180,180,1368,0,2452484,2834750,2956026,2643436657,46032,2537237,2976397,3084221,3128301,20828,301,1851297,3611,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6104
W2_Q01,ALGSTRUCT,6,12,180,180,1368,0,174970,353292,453440,217559517,64143,239769,438784,577808,661743,20688,52,278755,1205,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6079
W2_Q08,STRUCT,11,12,180,180,1368,0,606095,886602,943194,735491263,44071,679750,1016938,1079756,1084831,20696,103,570069,1963,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6075
W2_Q08,OFF,9,12,180,180,1368,0,605901,892861,918343,736724385,40785,678940,1020502,1051295,1059906,20696,104,453589,2073,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6083
W2_Q01,ALGSTRUCT,13,12,180,180,1368,0,132739,267090,307348,179685963,38832,194239,388194,419085,433540,20696,47,296662,1779,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6072
W2_Q32,OFF,10,12,180,180,1368,0,2453929,2837212,3058951,2645782356,41627,2539533,2976728,3149925,3192512,20828,301,1571298,3242,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6106
W2_Q01,ALGSTRUCT,12,12,180,180,1368,0,136517,270905,301479,181658980,43015,195322,391134,412433,421332,20696,47,279127,1333,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6070
W2_Q08,OFF,5,12,180,180,1368,0,626271,915564,975806,751189165,36958,699304,1044039,1081069,1129891,20696,105,456514,2166,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6077
W2_Q01,STRUCT,14,12,180,180,1368,0,113934,324570,345681,185527925,47777,167923,439658,471251,487798,20700,47,263404,1482,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q32,STRUCT_R1,8,12,180,180,1368,0,2414235,2703511,2930212,2568756570,41904,2501357,2848129,2950620,3156561,20828,294,2235979,3295,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6110
W2_Q01,OFF,3,12,180,180,1368,0,152739,349644,491477,207730995,54961,205403,481948,651761,677967,20696,50,206406,1833,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6075
W2_Q32,ALGSTRUCT,9,12,180,180,1368,0,2439077,2769472,2856953,2598284744,68113,2525763,2902307,2974644,3016094,20828,299,2462232,4465,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6122
W2_Q01,OFF,15,12,180,180,1368,0,115526,327979,354626,187957964,45853,173799,442517,473184,484739,20696,47,195460,1760,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6074
W2_Q08,STRUCT_R1,11,12,180,180,1368,0,638373,814732,877232,711731618,45618,705545,937239,992939,1042152,20696,101,580864,1964,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6075
W2_Q32,ALGSTRUCT,5,12,180,180,1368,0,2437133,2741009,2876398,2591321486,40322,2521944,2879612,2975976,2995740,20824,295,2265515,3370,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6110
W2_Q08,STRUCT_R1,9,12,180,180,1368,0,635095,808807,843232,710053273,34253,702350,932133,961925,977365,20700,100,584920,1537,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6076
W2_Q01,STRUCT,4,12,180,180,1368,0,124266,328237,364756,187976176,39078,173533,442956,475453,504181,20696,47,267682,1593,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q08,OFF,13,12,180,180,1368,0,606262,882936,900676,734817747,42408,678164,1005924,1029628,1035838,20696,103,452439,1945,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6078
W2_Q32,STRUCT,13,12,180,180,1368,0,2454948,2842379,2927285,2648635525,38856,2542197,2989490,3067965,3080617,20832,302,1835629,3186,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6105
W2_Q32,ALGSTRUCT,10,12,180,180,1368,0,2437846,2761862,2966692,2595178493,61824,2522620,2899929,3015883,3124590,20828,296,2314958,4278,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6104
W2_Q32,OFF,12,12,180,180,1368,0,2510651,3462632,3856295,2767491244,1037070,2564989,3664317,4022597,4094199,20840,319,1531242,3261,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6117
W2_Q32,STRUCT,4,12,180,180,1368,0,2451781,2851768,2962859,2644932316,81134,2531428,2991500,3113744,3114000,20832,302,1849259,3352,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6105
W2_Q08,STRUCT_R1,2,12,180,180,1368,0,633512,811214,863806,708850856,45076,700569,944973,971455,990379,20696,101,585143,1870,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6078
W2_Q32,ALGSTRUCT,3,12,180,180,1368,0,2429355,2736325,2872175,2582078101,41556,2514325,2881341,2973698,3009610,20828,296,2240607,3759,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6105
W2_Q01,OFF,2,12,180,180,1368,0,118221,325219,340848,186314188,37334,169807,441405,459816,467715,20696,47,196962,1629,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6071
W2_Q01,ALGSTRUCT,8,12,180,180,1368,0,132971,268886,298441,180347499,47045,194064,391505,421918,422702,20696,47,274127,1185,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6070
W2_Q01,OFF,4,12,180,180,1368,0,127137,327774,360792,189500482,45374,173741,442642,472097,475364,20696,47,199943,1852,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6078
W2_Q32,OFF,6,12,180,180,1368,0,2464512,2840008,3060154,2657410111,65919,2548529,2987836,3078857,3211693,20832,303,1535725,3149,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6112
W2_Q32,OFF,3,12,180,180,1368,0,2446799,2827860,2919304,2639078291,42221,2532668,2973871,3046196,3076186,20832,301,1533911,3314,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6110
W2_Q32,ALGSTRUCT,12,12,180,180,1368,0,2432605,2766009,3097395,2589858963,118786,2519052,2907917,3030694,3250451,20840,297,2220588,3149,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6165
W2_Q01,STRUCT,10,12,180,180,1368,0,162489,389496,494884,233531534,64594,212728,477256,540334,561603,20696,56,320960,1722,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6075
W2_Q08,STRUCT_R1,15,12,180,180,1368,0,637743,818233,879565,713814508,35644,705442,944170,963485,972239,20696,101,573939,1685,8,0,10,1,19,9,5,14,4,34368,4308,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6078
W2_Q01,ALGSTRUCT,1,12,180,180,1368,0,133841,271997,299238,181858702,40782,195527,389605,419503,421864,20696,47,273147,1369,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q32,ALGSTRUCT,1,12,180,180,1368,0,2434401,2720047,2853860,2588792673,35989,2519155,2862802,2951998,2980883,20828,296,2238015,2981,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6108
W2_Q32,STRUCT,8,12,180,180,1368,0,2512021,2927119,3132468,2702282667,75438,2597702,3076984,3195143,3289493,20832,308,1841852,3184,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6109
W2_Q32,OFF,8,12,180,180,1368,0,2461262,2844008,3048062,2653281141,42125,2548629,2991126,3118124,3209419,20828,302,1551855,3741,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6106
W2_Q01,OFF,11,12,180,180,1368,0,125924,324774,370348,187939451,36754,172545,442051,481724,484653,20696,47,198331,1704,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6072
W2_Q32,STRUCT_R1,10,12,180,180,1368,0,2412253,2706231,2954007,2567283939,114972,2499412,2856030,3059509,3093742,20828,294,2218922,3537,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6103
W2_Q08,STRUCT,8,12,180,180,1368,0,608021,889584,941231,736454091,41032,680425,1020055,1059562,1079637,20700,104,572142,2370,0,0,10,2,28,10,6,15,4,34368,4300,9df4790b0af0e849a728cc3987eda0b5404032511ee96b39506d7a0f8efeedcb,34,6077
W2_Q32,STRUCT_R1,6,12,180,180,1368,0,2425577,3404169,3807313,2674556881,860472,2514060,3595883,4018678,4037715,20824,306,2235532,3482,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6109
W2_Q01,STRUCT_R1,1,12,180,180,1368,0,136350,269349,296941,181400714,36904,195912,386198,405245,421431,20696,47,276588,1483,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6074
W2_Q32,OFF,11,12,180,180,1368,0,2451577,2833786,2936544,2641389429,40597,2533289,2964969,3072667,3092981,20828,301,1545594,3520,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6114
W2_Q32,OFF,9,12,180,180,1368,0,2484956,2872785,3148339,2665967645,40718,2548633,2998508,3213574,3219653,20832,304,1542448,3166,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6109
W2_Q01,ALGSTRUCT,15,12,180,180,1368,0,133230,271313,291330,180332509,38680,194650,386941,407615,431132,20696,47,273422,1316,1,0,3,1,5,2,5,14,4,4296,4308,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q01,OFF,10,12,180,180,1368,0,119980,324571,346404,187954776,46123,170239,447916,473880,475745,20700,47,198683,1519,0,0,3,2,7,3,6,15,4,4296,4300,a93ec5bd5c4869b79751e590f6ed40e23df83b6930a6e2918c812ebb13074d34,6,6073
W2_Q32,ALGSTRUCT,7,12,180,180,1368,0,2439345,2760453,2874471,2593546790,40802,2527791,2890881,2958451,2972786,20824,296,2232497,3406,32,0,34,1,67,33,5,14,4,137472,4308,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6107
W2_Q32,STRUCT,2,12,180,180,1368,0,2485512,2853342,3003859,2669986528,83708,2552369,2990343,3107738,3116615,20832,304,1857924,3390,0,0,34,2,100,34,6,15,4,137472,4300,3a226855509460ff7e0ee51b9f2c7825d4509bcd71223443e523f30986cb9841,130,6104
