plan,stratum,hard_classes,depth,node,kind,delta,engine_tail,oracle_c1,oracle_c2,replica_tail,step_c1,step_c2,agree_c1,agree_c2,agree_step_c1,agree_step_c2,local_a,local_b,h10b_eligible,divergence_a,divergence_b,predicted_form
3897,THETA,HC_DEEP,4,n0,THETA,3/16,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3897,THETA,HC_DEEP,4,n1,THETA,7/64,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3897,THETA,HC_DEEP,4,n2,THETA,2/15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3897,THETA,HC_DEEP,4,n3,THETA,5/48,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3898,NTHETA,,1,n0,NTHETA,15/16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3899,AGSE,,1,n0,AGSE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3900,REDUCE,HC_DEEP,6,n0,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3900,REDUCE,HC_DEEP,6,n1,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3900,REDUCE,HC_DEEP,6,n2,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3900,REDUCE,HC_DEEP,6,n3,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3900,REDUCE,HC_DEEP,6,n4,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3900,REDUCE,HC_DEEP,6,n5,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3901,HC_NONINT,HC_NONINT,3,n0,SHIFT,1/2,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
3901,HC_NONINT,HC_NONINT,3,n1,SUB,1/2,2,2,4,2,2,3,1,0,1,0,2,2,0,0,0,
3901,HC_NONINT,HC_NONINT,3,n2,HASH,1/5,7,7,13,7,7,12,1,0,1,0,5,7,0,2,0,
3902,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n0,SUB,5/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
3902,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n1,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3902,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n2,SHIFT,2/3,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
3902,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n3,HASH,4/31,16,16,21,16,16,21,1,0,1,1,16,16,0,0,0,
3902,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n4,HASH,4/31,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
3903,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n0,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3903,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n1,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3903,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n2,SUB,2/5,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
3903,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n3,SHIFT,2/5,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
3903,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n4,HASH,1/5,11,11,14,11,11,13,1,0,1,0,10,11,0,1,0,
3903,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n5,PASS,3/8,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
3904,HC_SINGLE,HC_SINGLE,2,n0,PASS,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3904,HC_SINGLE,HC_SINGLE,2,n1,PASS,1/16,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
3905,HC_DEEP,"HC_DEEP,HC_NONINT",5,n0,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3905,HC_DEEP,"HC_DEEP,HC_NONINT",5,n1,HASH,1/7,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
3905,HC_DEEP,"HC_DEEP,HC_NONINT",5,n2,HASH,1/9,6,5,7,6,6,8,0,0,0,0,4,5,0,1,0,
3905,HC_DEEP,"HC_DEEP,HC_NONINT",5,n3,PASS,1/9,6,5,8,6,5,7,0,0,1,0,5,5,0,0,0,
3905,HC_DEEP,"HC_DEEP,HC_NONINT",5,n4,SHIFT,1/9,14,13,17,14,13,16,0,0,1,0,13,13,0,0,0,
3906,PASS,,2,n0,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3906,PASS,,2,n1,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3907,SHIFT,,2,n0,SHIFT,3/10,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
3907,SHIFT,,2,n1,SHIFT,1/16,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
3908,HASH,HC_NONINT,1,n0,HASH,3/13,4,4,5,4,4,4,1,0,1,0,0,4,1,4,0,4
3909,ADD,,2,n0,ADD,1/8,7,7,8,7,7,7,1,0,1,0,0,7,0,7,0,
3909,ADD,,2,n1,ADD,1/8,7,7,9,7,7,8,1,0,1,0,7,7,0,0,0,
3910,SUB,,3,n0,SUB,147/1000,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3910,SUB,,3,n1,SUB,343/1000,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
3910,SUB,,3,n2,SUB,1029/2000,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3911,THETA,,1,n0,THETA,3/2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3912,NTHETA,,1,n0,NTHETA,1/6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3913,AGSE,,1,n0,AGSE,1/3,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
3914,REDUCE,HC_SINGLE,1,n0,REDUCE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3915,HC_NONINT,HC_NONINT,2,n0,HASH,1/4,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
3915,HC_NONINT,HC_NONINT,2,n1,SHIFT,1/4,5,5,6,5,5,5,1,0,1,0,5,5,1,0,0,2
3916,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n0,SHIFT,1/2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
3916,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n1,HASH,1/6,5,5,9,5,5,8,1,0,1,0,3,5,0,2,0,
3916,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n2,AGSE,1/16,6,6,7,6,6,6,1,0,1,0,0,6,0,6,0,
3916,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n3,HASH,1/18,17,17,27,17,17,26,1,0,1,0,9,17,0,8,0,
3917,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n0,SHIFT,1/16,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
3917,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n1,HASH,1/32,2,2,5,2,2,4,1,0,1,0,2,2,0,0,0,
3917,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n2,SUB,3/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3917,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",4,n3,PASS,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3918,HC_SINGLE,HC_SINGLE,1,n0,SHIFT,4/25,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
3919,HC_DEEP,"HC_DEEP,HC_NONINT",6,n0,REDUCE,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3919,HC_DEEP,"HC_DEEP,HC_NONINT",6,n1,THETA,7/12,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3919,HC_DEEP,"HC_DEEP,HC_NONINT",6,n2,HASH,7/33,6,6,6,6,6,6,1,1,1,1,3,5,0,3,1,
3919,HC_DEEP,"HC_DEEP,HC_NONINT",6,n3,AGSE,7/44,9,9,9,9,9,9,1,1,1,1,8,9,0,1,0,
3919,HC_DEEP,"HC_DEEP,HC_NONINT",6,n4,SHIFT,7/33,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
3919,HC_DEEP,"HC_DEEP,HC_NONINT",6,n5,NTHETA,3/16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3920,PASS,,1,n0,PASS,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3921,SHIFT,HC_SINGLE,3,n0,SHIFT,2/3,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
3921,SHIFT,HC_SINGLE,3,n1,SHIFT,2/3,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
3921,SHIFT,HC_SINGLE,3,n2,SHIFT,2/3,7,7,9,7,7,8,1,0,1,0,7,7,0,0,0,
3922,HASH,HC_NONINT,3,n0,HASH,3/23,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
3922,HASH,HC_NONINT,3,n1,HASH,3/31,4,4,4,4,4,4,1,1,1,1,3,3,0,1,1,
3922,HASH,HC_NONINT,3,n2,HASH,3/31,4,4,4,4,4,4,1,1,1,1,3,3,0,1,1,
3923,ADD,,1,n0,ADD,1/3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3924,SUB,HC_DEEP,6,n0,SUB,1/10,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3924,SUB,HC_DEEP,6,n1,SUB,1/5,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,
3924,SUB,HC_DEEP,6,n2,SUB,7/15,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3924,SUB,HC_DEEP,6,n3,SUB,3/5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
3924,SUB,HC_DEEP,6,n4,SUB,9/5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
3924,SUB,HC_DEEP,6,n5,SUB,36/5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
3925,THETA,,1,n0,THETA,6/25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3926,NTHETA,,3,n0,NTHETA,7/20,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3926,NTHETA,,3,n1,NTHETA,7/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3926,NTHETA,,3,n2,NTHETA,8/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3927,AGSE,HC_DEEP,5,n0,AGSE,1/6,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
3927,AGSE,HC_DEEP,5,n1,AGSE,2/9,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
3927,AGSE,HC_DEEP,5,n2,AGSE,4/9,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
3927,AGSE,HC_DEEP,5,n3,AGSE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3927,AGSE,HC_DEEP,5,n4,AGSE,1/8,4,4,6,4,4,5,1,0,1,0,3,4,0,1,0,
3928,REDUCE,,2,n0,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3928,REDUCE,,2,n1,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3929,HC_NONINT,HC_NONINT,3,n0,AGSE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3929,HC_NONINT,HC_NONINT,3,n1,AGSE,1/6,6,6,7,6,6,6,1,0,1,0,0,6,0,6,0,
3929,HC_NONINT,HC_NONINT,3,n2,HASH,2/35,12,12,12,12,12,12,1,1,1,1,0,11,0,12,1,
3930,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,SHIFT,3/10,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
3930,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,HASH,3/34,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
3930,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,HASH,3/44,14,14,18,14,14,18,1,0,1,1,14,14,0,0,0,
3930,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,SUB,3/8,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
3930,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,AGSE,9/40,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3930,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,AGSE,3/20,8,8,11,8,8,10,1,0,1,0,6,8,0,2,0,
3931,HC_INT,HC_INT,3,n0,SUB,3/10,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3931,HC_INT,HC_INT,3,n1,PASS,3/10,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,
3931,HC_INT,HC_INT,3,n2,HASH,3/20,3,1,5,3,1,4,0,0,1,0,0,1,0,1,0,
3932,HC_SINGLE,HC_SINGLE,3,n0,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3932,HC_SINGLE,HC_SINGLE,3,n1,AGSE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3932,HC_SINGLE,HC_SINGLE,3,n2,SHIFT,1/3,2,2,4,2,2,3,1,0,1,0,2,2,0,0,0,
3933,HC_DEEP,"HC_DEEP,HC_NONINT",4,n0,ADD,1/5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3933,HC_DEEP,"HC_DEEP,HC_NONINT",4,n1,HASH,1/14,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
3933,HC_DEEP,"HC_DEEP,HC_NONINT",4,n2,SUB,1/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3933,HC_DEEP,"HC_DEEP,HC_NONINT",4,n3,ADD,1/5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3934,PASS,"HC_DEEP,HC_SINGLE",4,n0,PASS,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3934,PASS,"HC_DEEP,HC_SINGLE",4,n1,PASS,1/4,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
3934,PASS,"HC_DEEP,HC_SINGLE",4,n2,PASS,1/4,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,
3934,PASS,"HC_DEEP,HC_SINGLE",4,n3,PASS,1/4,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
3935,SHIFT,,3,n0,SHIFT,3/8,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
3935,SHIFT,,3,n1,SHIFT,3/8,6,6,8,6,6,7,1,0,1,0,6,6,0,0,0,
3935,SHIFT,,3,n2,SHIFT,3/8,4,4,6,4,4,5,1,0,1,0,4,4,0,0,0,
3936,HASH,"HC_DEEP,HC_NONINT",4,n0,HASH,1/18,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
3936,HASH,"HC_DEEP,HC_NONINT",4,n1,HASH,1/26,5,5,6,5,5,7,1,0,1,0,3,4,0,2,1,
3936,HASH,"HC_DEEP,HC_NONINT",4,n2,HASH,1/26,5,5,6,5,5,7,1,0,1,0,3,4,0,2,1,
3936,HASH,"HC_DEEP,HC_NONINT",4,n3,HASH,1/26,3,3,5,3,3,5,1,0,1,1,3,3,0,0,0,
3937,ADD,HC_DEEP,4,n0,ADD,1/2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3937,ADD,HC_DEEP,4,n1,ADD,1/2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
3937,ADD,HC_DEEP,4,n2,ADD,1/2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3937,ADD,HC_DEEP,4,n3,ADD,1/2,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
3938,SUB,,3,n0,SUB,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3938,SUB,,3,n1,SUB,3/16,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
3938,SUB,,3,n2,SUB,1/16,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3939,THETA,HC_DEEP,4,n0,THETA,3/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3939,THETA,HC_DEEP,4,n1,THETA,3/200,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3939,THETA,HC_DEEP,4,n2,THETA,5/4,2,1,2,2,1,2,0,1,1,1,0,1,0,1,0,
3939,THETA,HC_DEEP,4,n3,THETA,15/4,2,1,1,2,2,2,0,0,0,0,1,2,0,0,-1,
3940,NTHETA,,2,n0,NTHETA,32/125,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3940,NTHETA,,2,n1,NTHETA,256/625,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3941,AGSE,,2,n0,AGSE,1/12,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3941,AGSE,,2,n1,AGSE,1/16,2,2,2,2,2,2,1,1,1,1,2,2,0,0,0,
3942,REDUCE,HC_SINGLE,2,n0,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3942,REDUCE,HC_SINGLE,2,n1,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3943,HC_NONINT,HC_NONINT,2,n0,SHIFT,1/2,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
3943,HC_NONINT,HC_NONINT,2,n1,HASH,5/18,2,2,3,2,2,2,1,0,1,0,0,2,1,2,0,2
3944,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n0,SHIFT,1,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
3944,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n1,HASH,1/9,53,53,63,53,53,62,1,0,1,0,45,53,0,8,0,
3944,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n2,SUB,1/8,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3944,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n3,AGSE,1/8,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,
3944,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n4,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3945,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n0,HASH,2/15,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
3945,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n1,HASH,2/15,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
3945,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n2,SHIFT,2/5,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
3945,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n3,AGSE,1/10,17,17,22,17,17,21,1,0,1,0,12,17,0,5,0,
3945,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n4,PASS,2/5,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
3946,HC_SINGLE,HC_SINGLE,1,n0,SHIFT,3/8,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
3947,HC_DEEP,HC_DEEP,4,n0,REDUCE,147/1000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3947,HC_DEEP,HC_DEEP,4,n1,PASS,147/1000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3947,HC_DEEP,HC_DEEP,4,n2,SUB,147/250,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,
3947,HC_DEEP,HC_DEEP,4,n3,PASS,147/1000,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
3948,PASS,HC_SINGLE,1,n0,PASS,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3949,SHIFT,HC_SINGLE,1,n0,SHIFT,2/3,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
3950,HASH,"HC_DEEP,HC_INT,HC_NONINT",5,n0,HASH,1/9,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
3950,HASH,"HC_DEEP,HC_INT,HC_NONINT",5,n1,HASH,1/9,2,2,3,2,2,2,1,0,1,0,0,2,0,2,0,
3950,HASH,"HC_DEEP,HC_INT,HC_NONINT",5,n2,HASH,1/14,6,5,7,6,6,7,0,0,0,1,4,5,0,1,0,
3950,HASH,"HC_DEEP,HC_INT,HC_NONINT",5,n3,HASH,1/18,5,5,7,5,5,6,1,0,1,0,4,5,0,1,0,
3950,HASH,"HC_DEEP,HC_INT,HC_NONINT",5,n4,HASH,1/9,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
3951,ADD,,1,n0,ADD,1/4,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
3952,SUB,,2,n0,SUB,1/2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
3952,SUB,,2,n1,SUB,1/2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3953,THETA,HC_DEEP,6,n0,THETA,15/16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3953,THETA,HC_DEEP,6,n1,THETA,25/24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3953,THETA,HC_DEEP,6,n2,THETA,49/200,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
3953,THETA,HC_DEEP,6,n3,THETA,5/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
3953,THETA,HC_DEEP,6,n4,THETA,25/18,2,2,2,2,2,2,1,1,1,1,1,2,0,1,0,
3953,THETA,HC_DEEP,6,n5,THETA,343/800,2,1,2,2,2,2,0,1,0,1,1,2,0,0,-1,
3954,NTHETA,HC_DEEP,4,n0,NTHETA,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3954,NTHETA,HC_DEEP,4,n1,NTHETA,3/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3954,NTHETA,HC_DEEP,4,n2,NTHETA,3/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3954,NTHETA,HC_DEEP,4,n3,NTHETA,4/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
3955,AGSE,HC_DEEP,5,n0,AGSE,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3955,AGSE,HC_DEEP,5,n1,AGSE,1/100,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
3955,AGSE,HC_DEEP,5,n2,AGSE,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3955,AGSE,HC_DEEP,5,n3,AGSE,3/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3955,AGSE,HC_DEEP,5,n4,AGSE,3/200,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3956,REDUCE,HC_SINGLE,3,n0,REDUCE,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3956,REDUCE,HC_SINGLE,3,n1,REDUCE,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3956,REDUCE,HC_SINGLE,3,n2,REDUCE,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3957,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n0,HASH,2/11,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
3957,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n1,SHIFT,2/11,10,10,11,10,10,10,1,0,1,0,10,10,0,0,0,
3957,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n2,SHIFT,2/11,12,12,14,12,12,13,1,0,1,0,12,12,0,0,0,
3957,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",4,n3,HASH,2/17,21,20,24,21,21,24,0,0,0,1,19,20,0,1,0,
3958,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n0,SUB,7/300,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
3958,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n1,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
3958,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n2,SHIFT,1,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
3958,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n3,PASS,1,8,8,11,8,8,10,1,0,1,0,8,8,0,0,0,
3958,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n4,HASH,1/2,17,17,22,17,17,21,1,0,1,0,16,17,0,1,0,
3958,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n5,SHIFT,1/100,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
3959,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,HASH,1/16,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
3959,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,1/16,6,6,8,6,6,7,1,0,1,0,6,6,0,0,0,
3959,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,HASH,1/32,13,13,18,13,13,17,1,0,1,0,12,13,0,1,0,
3959,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,HASH,1/48,20,20,28,20,20,27,1,0,1,0,20,20,0,0,0,
3959,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,HASH,1/24,9,9,13,9,9,12,1,0,1,0,9,9,0,0,0,
3959,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,AGSE,1/4,0,0,1,0,0,0,1,0,1,0,1,0,0,-1,0,
