case,profile,rep,scale,f_phi_hz,samples,exit_code,compute_median_ns,compute_p99_ns,compute_max_ns,compute_sum_ns,wake_p999_ns,e2e_p50_ns,e2e_p99_ns,e2e_p999_ns,e2e_max_ns,vmhwm_kb,cpu_ticks,compile_ns,probe_ns,r1,r2,nodes_public,nodes_substrates,tokens_from,tokens_fields,capacity_streams,capacity_sum,capacity_max,mat_bytes,mat_mem_bytes,artifacts_sha256,artifact_count,wall_ms
W2_Q08,STRUCT,5,6,90,684,0,612238,878107,902700,369790939,37863,692067,1011069,1023984,1050626,20344,61,577610,1832,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6069
W2_Q01,STRUCT_R1,8,6,90,684,0,137342,264721,288110,93305225,35426,199418,385486,395059,427774,20336,33,1059938,1427,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6084
W2_Q01,OFF,12,6,90,684,0,142610,329406,472090,98848732,47033,189908,452608,467110,608684,20336,33,202129,1537,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q08,STRUCT_R1,3,6,90,684,0,632247,808311,851774,355544899,41205,702207,942672,978295,1006088,20336,60,608850,2073,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q08,STRUCT_R1,10,6,90,684,0,653525,834552,877940,362451201,34865,722270,962349,984834,1019094,20336,60,579516,1481,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q01,STRUCT_R1,10,6,90,684,0,133583,266147,312740,92097744,39139,199337,389890,433084,454683,20336,32,273719,1243,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q08,STRUCT,6,6,90,684,0,628803,910663,1023107,375191301,32262,707106,1033129,1108854,1159079,20336,62,577832,1592,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q08,STRUCT,7,6,90,684,0,608478,881034,940348,368961822,40484,687470,1013820,1058232,1085080,20336,61,578905,1778,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q01,STRUCT,1,6,90,684,0,141712,334665,378813,98729895,39724,188932,450877,491844,522170,20336,33,263554,1686,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q32,STRUCT_R1,15,6,90,684,0,2389592,2693470,2749896,1272638094,40130,2480511,2830695,2897792,2908437,20464,154,2318252,3350,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6095
W2_Q08,OFF,3,6,90,684,0,612173,885128,981348,371252601,32818,689968,1013449,1064352,1120344,20336,61,466127,1889,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q01,ALGSTRUCT,7,6,90,684,0,135830,272994,306864,93756915,37321,199849,392835,421593,574171,20336,32,274736,1128,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6063
W2_Q08,STRUCT,4,6,90,684,0,610450,883815,916537,370006220,42876,690486,1020220,1042561,1052604,20336,61,582266,1778,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q01,STRUCT,7,6,90,684,0,140516,328716,398270,98865750,45275,187251,446648,469536,522115,20336,33,265680,1574,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q08,ALGSTRUCT,1,6,90,684,0,637691,817484,828058,357728156,36998,705897,941685,957405,971406,20336,60,582581,1593,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6069
W2_Q08,STRUCT_R1,5,6,90,684,0,628312,801467,835374,353513272,34747,697434,929144,958337,958959,20336,60,583173,1816,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q32,ALGSTRUCT,6,6,90,684,0,2419521,2733303,2846152,1288713578,35294,2509340,2858351,2949267,3005468,20472,157,2259070,3685,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6102
W2_Q32,ALGSTRUCT,8,6,90,684,0,2485475,2789897,2868283,1308525086,36689,2570647,2931572,2993989,3001481,20468,157,2240126,3223,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6096
W2_Q08,STRUCT_R1,6,6,90,684,0,632822,801005,883208,353979883,32789,702725,938554,976630,1045568,20340,60,585284,1798,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q08,STRUCT,1,6,90,684,0,612749,878431,912318,370122288,33343,688650,1013488,1039563,1064766,20340,61,579694,1796,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q08,STRUCT_R1,1,6,90,684,0,634860,807080,875430,355757162,38807,701929,933671,965006,1010827,20336,60,574860,1760,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q08,STRUCT_R1,14,6,90,684,0,633231,823173,864042,356349463,34892,701512,944317,971143,996246,20336,60,580548,1443,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6070
W2_Q32,STRUCT,11,6,90,684,0,2446380,2808644,2962475,1317019577,37559,2514361,2957907,3058671,3184301,20476,161,1902619,3482,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6104
W2_Q01,STRUCT_R1,7,6,90,684,0,134600,267070,287329,92273285,37399,198901,395881,419332,420433,20340,32,277477,1241,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q08,STRUCT_R1,8,6,90,684,0,631482,811063,836896,354500646,34634,699538,941335,960073,966841,20340,60,579473,1556,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6068
W2_Q01,STRUCT,11,6,90,684,0,141535,336199,361513,99161316,33804,192507,447968,474574,493691,20336,33,262053,1869,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q01,ALGSTRUCT,2,6,90,684,0,139377,278663,289404,95302232,33296,204785,402113,410342,412318,20336,32,275663,1333,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q08,OFF,10,6,90,684,0,614436,881655,944099,371345171,38781,692052,1011384,1066986,1074745,20336,61,465921,1833,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6069
W2_Q08,ALGSTRUCT,10,6,90,684,0,640954,821823,833952,360105528,32134,709104,948138,961094,961699,20340,60,596734,1796,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q01,STRUCT,6,6,90,684,0,142165,331626,362922,98235028,32719,188094,452649,476398,477084,20336,33,265018,1535,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q01,STRUCT,12,6,90,684,0,139609,323644,344607,97263944,43099,186995,445386,461720,479286,20336,33,263903,1464,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q32,OFF,7,6,90,684,0,2444240,2809301,2984484,1317932621,38994,2508803,2965402,3050205,3153716,20472,159,1570259,3333,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6095
W2_Q08,ALGSTRUCT,15,6,90,684,0,639956,822306,1035210,360628677,35496,710046,948041,1003890,1167737,20340,60,585621,1483,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q01,OFF,7,6,90,684,0,141702,328200,367533,98906993,38857,184845,441186,479934,494500,20336,33,203849,1760,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q01,OFF,6,6,90,684,0,142081,328090,366700,97717304,42244,185614,448928,464691,479531,20340,33,202183,1611,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q01,STRUCT,8,6,90,684,0,140942,330145,351070,97875139,31537,187795,447530,468135,507091,20336,33,265644,1557,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q08,STRUCT,12,6,90,684,0,611901,885787,918009,369608783,36111,689802,1021148,1037629,1046236,20340,61,584381,1946,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6070
W2_Q08,STRUCT_R1,13,6,90,684,0,630854,824603,896436,356588175,36476,699430,950686,976517,1035068,20336,60,583420,1759,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q01,STRUCT_R1,6,6,90,684,0,134443,275238,314868,92471193,32596,198603,394298,443666,453537,20336,32,278756,1075,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q01,ALGSTRUCT,14,6,90,684,0,133989,279405,319293,93505454,46272,197826,403194,417586,444362,20340,32,280145,1260,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q01,OFF,1,6,90,684,0,140323,326830,372015,97807784,41377,187211,447314,476977,485751,20336,33,203626,1649,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q01,STRUCT,9,6,90,684,0,139572,332571,347275,98759430,44815,189857,455263,464000,470706,20336,33,266182,1464,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q32,STRUCT_R1,7,6,90,684,0,2387941,2693809,2804197,1274373733,43363,2477259,2840142,2885470,2932114,20472,156,2246590,3222,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6096
W2_Q01,STRUCT_R1,4,6,90,684,0,135971,273498,366996,93304132,35325,198303,395984,443088,490943,20336,32,272609,1148,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q01,STRUCT_R1,2,6,90,684,0,134323,264423,307090,92321089,40878,197737,395217,419832,430635,20336,31,273739,1147,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q08,STRUCT,9,6,90,684,0,612846,879307,924826,370288543,43485,693183,1022322,1034768,1066612,20340,61,576792,1963,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6068
W2_Q32,ALGSTRUCT,13,6,90,684,0,2516294,2811644,2894106,1323161947,37940,2599032,2965261,3006113,3047592,20472,161,2270444,3148,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6112
W2_Q08,STRUCT,13,6,90,684,0,607773,877827,935159,368294798,39817,690655,1006215,1022100,1074401,20340,61,578089,1907,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q08,OFF,6,6,90,684,0,610856,888381,952233,370043079,34557,687453,1008994,1034598,1075460,20340,61,463477,1778,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6069
W2_Q32,STRUCT,14,6,90,684,0,2442517,2809533,3118549,1317230495,40599,2514726,2962612,3030750,3319292,20468,159,1890855,3241,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6107
W2_Q01,ALGSTRUCT,6,6,90,684,0,135776,271701,412071,93588029,30907,200440,389298,421199,537844,20336,32,273553,1204,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q08,STRUCT,11,6,90,684,0,609486,882475,919419,369230985,33296,689704,1012144,1032215,1060529,20340,61,579772,1742,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q08,OFF,9,6,90,684,0,614662,885401,914400,371956908,34114,693051,1010624,1029193,1031736,20340,61,464125,1982,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6068
W2_Q01,ALGSTRUCT,13,6,90,684,0,136221,270276,289701,93844916,33984,200307,391930,398128,418628,20336,32,273053,1260,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q32,OFF,10,6,90,684,0,2469787,2887497,3011830,1327820094,33914,2525682,3033092,3074291,3152752,20476,161,1576098,3316,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6097
W2_Q01,ALGSTRUCT,12,6,90,684,0,136008,274590,580458,92928143,41813,198848,390327,406414,814906,20336,32,278608,1167,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q08,OFF,5,6,90,684,0,631532,916327,945215,377810369,40279,712791,1040701,1052137,1063371,20336,62,465850,1943,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q01,STRUCT,14,6,90,684,0,140832,333091,355053,97985626,37840,186740,454536,469389,471184,20340,33,271443,1574,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q32,STRUCT_R1,8,6,90,684,0,2399464,2755406,2821165,1283308203,37668,2493244,2915693,2961152,2964019,20472,157,2241113,3316,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6103
W2_Q01,OFF,3,6,90,684,0,144647,333887,361016,98641430,36808,183522,451879,493527,505616,20336,33,207128,1593,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q32,ALGSTRUCT,9,6,90,684,0,2410178,2722666,2881517,1286506806,34711,2497523,2871903,2925016,2947282,20476,158,2239002,3204,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6102
W2_Q01,OFF,15,6,90,684,0,138545,328516,571403,97289492,43851,186627,443992,463501,778973,20336,33,215850,1574,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6063
W2_Q08,STRUCT_R1,11,6,90,684,0,631672,817513,845475,356111672,42040,702708,944462,954160,991662,20336,60,585015,1888,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q32,ALGSTRUCT,5,6,90,684,0,2423354,2743926,2811907,1293564053,33287,2514193,2876846,2961282,2991841,20472,158,2317819,3555,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q08,STRUCT_R1,9,6,90,684,0,651672,828958,859161,361896129,32546,720296,953242,991824,994920,20340,60,583792,1723,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q01,STRUCT,4,6,90,684,0,144536,326701,392127,98635228,48213,190843,445747,468382,534947,20340,33,263461,1315,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q08,OFF,13,6,90,684,0,609412,876753,892864,369166070,37469,686573,1008904,1016392,1026941,20340,61,466794,2110,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6070
W2_Q32,STRUCT,13,6,90,684,0,2449752,2821463,3030610,1316685967,39539,2508932,2961435,3052852,3226581,20472,158,1888563,3184,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6100
W2_Q32,ALGSTRUCT,10,6,90,684,0,2410623,2729631,2798556,1287428037,36965,2500416,2863653,2903830,2921869,20468,155,2348429,3000,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q32,OFF,12,6,90,684,0,2512169,2931610,3004295,1355685246,34993,2603354,3082077,3123745,3165350,20476,164,1592729,3242,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6111
W2_Q32,STRUCT,4,6,90,684,0,2445920,2823334,2870482,1320561132,36488,2518994,2968337,2991384,3027110,20472,159,1906063,3647,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6095
W2_Q08,STRUCT_R1,2,6,90,684,0,633246,812736,870939,355966490,31684,702802,936522,989593,999845,20340,60,589200,1740,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q32,ALGSTRUCT,3,6,90,684,0,2414586,2739686,3017222,1287645050,35811,2504807,2882070,3072642,3200313,20472,158,2239190,3667,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6105
W2_Q01,OFF,2,6,90,684,0,139841,323054,346887,97477668,39106,185280,441279,471041,476548,20340,33,202666,1870,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6070
W2_Q01,ALGSTRUCT,8,6,90,684,0,136156,280499,307109,94879125,41233,200927,402323,414179,439201,20340,32,277091,1185,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q01,OFF,4,6,90,684,0,140360,330998,356646,98604210,34308,184848,444276,486977,490174,20340,33,203186,1554,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q32,OFF,6,6,90,684,0,2460327,2823168,2974833,1323317760,43054,2525490,2974592,3036881,3143980,20472,162,1570935,3389,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q32,OFF,3,6,90,684,0,2441790,2813631,2918500,1318500551,33771,2515236,2956931,3012887,3061046,20472,161,1560545,3464,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6105
W2_Q32,ALGSTRUCT,12,6,90,684,0,2426985,2787594,3049963,1297321138,41802,2515094,2938529,2989479,3225961,20464,157,2259651,3261,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6107
W2_Q01,STRUCT,10,6,90,684,0,140943,326017,348572,97963407,46022,187928,458661,475691,495952,20336,33,267610,1444,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q08,STRUCT_R1,15,6,90,684,0,657116,839124,875143,363594833,36347,725197,962585,1004412,1005402,20340,60,581552,1648,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q01,ALGSTRUCT,1,6,90,684,0,135684,272035,305294,93305642,40457,202196,399560,424502,426665,20336,32,275054,1056,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q32,ALGSTRUCT,1,6,90,684,0,2413976,2712706,2960852,1287881875,37092,2499375,2857928,2916268,3127184,20468,155,2272559,2890,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6102
W2_Q32,STRUCT,8,6,90,684,0,2449661,2814946,2892797,1320196606,42187,2521154,2971703,3037033,3045607,20476,161,1883562,3408,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6111
W2_Q32,OFF,8,6,90,684,0,2475429,2877761,2925538,1331273518,33187,2528654,3034415,3067547,3081596,20472,160,1575045,3334,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6105
W2_Q01,OFF,11,6,90,684,0,141953,335257,349905,98798964,36318,186553,459596,474961,489780,20340,33,203387,1741,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q32,STRUCT_R1,10,6,90,684,0,2384920,2732521,2784187,1275454823,47271,2481659,2882537,2909994,2952910,20472,156,2205858,3388,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6105
W2_Q08,STRUCT,8,6,90,684,0,613746,885088,909439,370685928,38133,691976,1014406,1049026,1053037,20340,61,592626,1741,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q32,STRUCT_R1,6,6,90,684,0,2387569,2698891,2829817,1275388671,35368,2479084,2841174,2878472,2991222,20476,156,2308840,3257,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6102
W2_Q01,STRUCT_R1,1,6,90,684,0,133397,262777,301017,91977821,34114,196868,378228,427139,432873,20340,32,272738,1223,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
